year,dist,total_taxes_spent,taxes_min_salary,taxes_median_salary,taxes_max_salary,savings_min_salary,savings_median_salary,savings_max_salary
2017,SAN MARCOS UNIFIED,88211624.0,35623644.0,91185765.0,137895342.0,52587980.0,-2974141.0,-49683718.0
2017,SAN PASQUAL UNION ELEMENTARY,2312590.0,1685086.0,2310698.0,3019666.0,627504.0,1892.0,-707076.0
2017,SAN YSIDRO ELEMENTARY,24003920.25,8389468.09,26086873.099999998,35924946.16,15614452.16,-2082952.8499999978,-11921025.909999996
2017,SOLANA BEACH ELEMENTARY,20670319.0,13108406.0,21304295.0,27110436.0,7561913.0,-633976.0,-6440117.0
2017,SOUTH BAY UNION,34519884.0,15382309.0,37111143.0,41717218.0,19137575.0,-2591259.0,-7197334.0
2017,SPENCER VALLEY ELEMENTARY,305736.29000000004,242368.04,310800.02,358977.08,63368.25000000003,-5063.729999999981,-53240.78999999998
2017,SWEETWATER UNION HIGH,210115223.38000003,98268543.01,216010285.46,336548419.03000003,111846680.37000002,-5895062.079999983,-126433195.65
2017,VALLECITOS ELEMENTARY,1187906.9,706795.92,1317464.94,1459736.28,481110.97999999986,-129558.04000000004,-271829.3800000001
2017,VALLEY CENTER-PAUMA UNIFIED,17513281.04,9111048.03,18335137.139999997,27700585.47,8402233.01,-821856.0999999978,-10187304.43
2017,VISTA UNIFIED,98781532.0,40984212.0,103654710.0,163510971.0,57797320.0,-4873178.0,-64729439.0
2017,WARNER UNIFIED,897649.34,601939.4,867863.24,1446997.89,295709.93999999994,29786.099999999977,-549348.5499999999
2018,ALPINE UNION ELEMENTARY,6177348.739999999,3577148.42,6671983.95,7808095.3,2600200.3199999994,-494635.2100000009,-1630746.5600000005
2018,BONSALL UNIFIED,10917632.44,6761967.600000001,10940713.68,15180404.93,4155664.839999999,-23081.240000000224,-4262772.49
2018,BORREGO SPRINGS UNIFIED,1453408.4799999997,913267.27,1559711.7699999998,1743895.7699999998,540141.2099999997,-106303.29000000004,-290487.29000000004
2018,CAJON VALLEY UNION,74009143.0,36780850.0,75040216.0,116380772.0,37228293.0,-1031073.0,-42371629.0
2018,CARDIFF ELEMENTARY,4148418.85,2413131.92,4491673.149999999,5080702.42,1735286.9300000002,-343254.29999999935,-932283.5699999998
2018,CARLSBAD UNIFIED,41377366.0,23232216.0,42796197.0,54472878.0,18145150.0,-1418831.0,-13095512.0
2018,CHULA VISTA ELEMENTARY,135412009.0,79461602.0,139587382.0,193184690.0,55950407.0,-4175373.0,-57772681.0
2018,CORONADO UNIFIED,13914681.0,7757590.0,14897047.0,19469591.0,6157091.0,-982366.0,-5554910.0
2018,DEHESA ELEMENTARY,662769.1200000001,553152.7,597330.5800000001,890321.98,109616.42000000016,65438.54000000004,-227552.85999999987
2018,DEL MAR UNION ELEMENTARY,26009182.0,15020472.0,27254879.0,31744169.0,10988710.0,-1245697.0,-5734987.0
2018,ENCINITAS UNION ELEMENTARY,25436290.0,14592640.0,26155943.0,33783654.0,10843650.0,-719653.0,-8347364.0
2018,ESCONDIDO UNION,80731274.0,41459262.0,84559550.0,111551756.0,39272012.0,-3828276.0,-30820482.0
2018,ESCONDIDO UNION HIGH,37803422.5,19789066.01,38456053.43,61012858.650000006,18014356.49,-652630.9299999997,-23209436.150000006
2018,FALLBROOK UNION ELEMENTARY,25224832.0,15581200.0,26513549.0,32395857.0,9643632.0,-1288717.0,-7171025.0
2018,FALLBROOK UNION HIGH,10775150.78,5631470.61,11071043.41,14917540.27,5143680.169999999,-295892.6300000008,-4142389.49
2018,GROSSMONT UNION HIGH,80174939.0,40408758.0,82475313.0,113956830.0,39766181.0,-2300374.0,-33781891.0
2018,JAMUL-DULZURA UNION ELEMENTARY,2227406.0,1345178.0,2406149.0,2751245.0,882228.0,-178743.0,-523839.0
2018,JULIAN UNION ELEMENTARY,1587099.05,1385134.29,1558269.09,1921507.29,201964.76,28829.959999999963,-334408.24
2018,LA MESA-SPRING VALLEY,47408805.0,28251384.0,50193716.0,63664344.0,19157421.0,-2784911.0,-16255539.0
2018,MOUNTAIN EMPIRE UNIFIED,7253875.0,4586290.0,6816750.0,10391591.0,2667585.0,437125.0,-3137716.0
2018,NATIONAL ELEMENTARY,25321089.0,14958712.0,25506221.0,34298471.0,10362377.0,-185132.0,-8977382.0
2018,OCEANSIDE UNIFIED,91771739.68,43052089.28,96406995.63000001,156165870.42000002,48719650.400000006,-4635255.950000003,-64394130.74000001
2018,POWAY UNIFIED,162533976.0,83404885.0,167259760.0,350590375.0,79129091.0,-4725784.0,-188056399.0
2018,RAMONA CITY UNIFIED,21166867.0,10756838.0,22544316.0,29626852.0,10410029.0,-1377449.0,-8459985.0
2018,RANCHO SANTA FE ELEMENTARY,5354314.0,3641716.0,5308016.0,7013916.0,1712598.0,46298.0,-1659602.0
2018,SAN DIEGO COUNTY OFFICE OF EDUCATION,24867357.0,11873524.0,25875064.0,32969222.0,12993833.0,-1007707.0,-8101865.0
2018,SAN DIEGO UNIFIED,529037693.0,237352107.0,552155993.0,826499611.0,291685586.0,-23118300.0,-297461918.0
2018,SAN DIEGUITO UNION HIGH,61280749.0,35362073.0,64044796.0,91010393.0,25918676.0,-2764047.0,-29729644.0
2018,SAN MARCOS UNIFIED,90482757.0,37895509.0,93418436.0,132638013.0,52587248.0,-2935679.0,-42155256.0
2018,SAN PASQUAL UNION ELEMENTARY,2496998.0,1827306.0,2485566.0,3251880.0,669692.0,11432.0,-754882.0
2018,SAN YSIDRO ELEMENTARY,23215852.0,13287449.0,24691609.0,28962203.0,9928403.0,-1475757.0,-5746351.0
2018,SOLANA BEACH ELEMENTARY,20721399.0,9359897.0,21362676.0,26720324.0,11361502.0,-641277.0,-5998925.0
2018,SOUTH BAY UNION,69570356.0,32617370.0,76664416.0,85769910.0,36952986.0,-7094060.0,-16199554.0
2018,SPENCER VALLEY ELEMENTARY,85145.19,85145.19,85145.19,85145.19,0.0,0.0,0.0
2018,SWEETWATER UNION HIGH,216710168.85999998,107057284.33,222360849.54999998,406964211.23,109652884.52999999,-5650680.689999998,-190254042.37000003
2018,VALLECITOS ELEMENTARY,1170099.03,647495.76,1294396.8599999999,1472594.6400000001,522603.27,-124297.82999999984,-302495.6100000001
2018,VALLEY CENTER-PAUMA UNIFIED,19364962.97,10034096.979999999,20211483.169999998,29394144.919999998,9330865.99,-846520.1999999993,-10029181.95
2018,VISTA UNIFIED,105044616.0,43824036.0,109221755.0,183554552.0,61220580.0,-4177139.0,-78509936.0
2018,WARNER UNIFIED,514965.02999999997,467080.29,526588.39,565100.84,47884.73999999999,-11623.360000000044,-50135.81
2019,ALPINE UNION ELEMENTARY,6338353.0,3883693.0,6758349.0,7882285.0,2454660.0,-419996.0,-1543932.0
2019,BONSALL UNIFIED,10439501.28,7053955.5,10493279.73,14395713.719999999,3385545.7799999993,-53778.45000000112,-3956212.4399999995
2019,BORREGO SPRINGS UNIFIED,1857469.0,1399531.0,1846427.0,2275019.0,457938.0,11042.0,-417550.0
2019,CAJON VALLEY UNION,74787462.0,32212180.0,76463923.0,121234820.0,42575282.0,-1676461.0,-46447358.0
2019,CARDIFF ELEMENTARY,4414411.02,2601324.4299999997,4693778.03,5292394.0,1813086.5899999999,-279367.0100000007,-877982.9800000004
2019,CARLSBAD UNIFIED,46875396.0,24137590.0,48429281.0,67664508.0,22737806.0,-1553885.0,-20789112.0
2019,CHULA VISTA ELEMENTARY,142857407.0,84677900.0,148011906.0,223290217.0,58179507.0,-5154499.0,-80432810.0
2019,CORONADO UNIFIED,15377982.76,7536363.0,16214610.0,21275259.0,7841619.76,-836627.2400000002,-5897276.24
2019,DEHESA ELEMENTARY,833524.93,641493.72,805977.72,1245232.17,192031.21000000008,27547.21000000008,-411707.2399999999
2019,DEL MAR UNION ELEMENTARY,28415410.0,16407028.0,29840830.0,33498686.0,12008382.0,-1425420.0,-5083276.0
2019,ENCINITAS UNION ELEMENTARY,28383510.0,15339258.0,28416564.0,38068278.0,13044252.0,-33054.0,-9684768.0
2019,ESCONDIDO UNION,86088091.0,41660512.0,90529902.0,116663719.0,44427579.0,-4441811.0,-30575628.0
2019,ESCONDIDO UNION HIGH,39970346.419999994,22210093.88,41050341.62,63411157.02,17760252.539999995,-1079995.200000003,-23440810.60000001
2019,FALLBROOK UNION ELEMENTARY,38661051.0,23775793.0,40634119.0,50757673.0,14885258.0,-1973068.0,-12096622.0
2019,FALLBROOK UNION HIGH,11106694.89,5860163.07,11563868.35,15121114.930000002,5246531.82,-457173.45999999903,-4014420.040000001
2019,GROSSMONT UNION HIGH,84478972.0,44396039.0,87407533.0,118200054.0,40082933.0,-2928561.0,-33721082.0
2019,JAMUL-DULZURA UNION ELEMENTARY,2197160.0,1396142.0,2398711.0,2681836.0,801018.0,-201551.0,-484676.0
2019,LA MESA-SPRING VALLEY,49377078.0,28750929.0,52229254.0,67942892.0,20626149.0,-2852176.0,-18565814.0
2019,MOUNTAIN EMPIRE UNIFIED,7236009.0,4645184.0,6974753.0,10418241.0,2590825.0,261256.0,-3182232.0
2019,NATIONAL ELEMENTARY,28053588.77,16668094.520000001,28845988.249999996,37327433.11,11385494.249999998,-792399.4799999967,-9273844.34
2019,OCEANSIDE UNIFIED,90650125.0,41234059.0,94219374.0,169708509.0,49416066.0,-3569249.0,-79058384.0
2019,POWAY UNIFIED,168991373.0,83000248.0,173464887.0,308202780.0,85991125.0,-4473514.0,-139211407.0
2019,RAMONA CITY UNIFIED,22612700.0,11887394.0,23964899.0,32897731.0,10725306.0,-1352199.0,-10285031.0
2019,RANCHO SANTA FE ELEMENTARY,4896289.0,2992991.0,4805011.0,6916741.0,1903298.0,91278.0,-2020452.0
2019,SAN DIEGO COUNTY OFFICE OF EDUCATION,26498083.0,13492995.0,27502167.0,35187477.0,13005088.0,-1004084.0,-8689394.0
2019,SAN DIEGO UNIFIED,527924259.0,265993969.0,550249692.0,823454662.0,261930290.0,-22325433.0,-295530403.0
2019,SAN DIEGUITO UNION HIGH,62785633.0,36427333.0,65070601.0,87829177.0,26358300.0,-2284968.0,-25043544.0
2019,SAN MARCOS UNIFIED,98142055.0,49784582.0,101722412.0,147087806.0,48357473.0,-3580357.0,-48945751.0
2019,SAN PASQUAL UNION ELEMENTARY,2717763.0,1807232.0,2729958.0,3544184.0,910531.0,-12195.0,-826421.0
2019,SAN YSIDRO ELEMENTARY,24591445.66,14270638.879999999,26241981.87,30382882.700000003,10320806.780000001,-1650536.210000001,-5791437.040000003
2019,SOLANA BEACH ELEMENTARY,20842717.0,9555782.0,21584830.0,26106061.0,11286935.0,-742113.0,-5263344.0
2019,SOUTH BAY UNION,73662652.0,36168490.0,80104648.0,91474758.0,37494162.0,-6441996.0,-17812106.0
2019,SPENCER VALLEY ELEMENTARY,299089.75,229652.28,305485.28,355736.16,69437.47,-6395.530000000028,-56646.409999999974
2019,SWEETWATER UNION HIGH,204901406.86,104189177.3,211304654.19,314054496.1999999,100712229.56000002,-6403247.329999983,-109153089.33999991
2019,VALLECITOS ELEMENTARY,1073463.0,709687.0,1203114.0,1347401.0,363776.0,-129651.0,-273938.0
2019,VALLEY CENTER-PAUMA UNIFIED,18839639.52,9641567.12,19757489.799999997,31001846.22,9198072.4,-917850.2799999975,-12162206.7
2019,VISTA UNIFIED,102918765.0,52119780.0,107140374.0,155689762.0,50798985.0,-4221609.0,-52770997.0
2019,WARNER UNIFIED,1134286.18,777665.8800000001,1160972.46,1460965.94,356620.2999999998,-26686.280000000028,-326679.76
2020,ALPINE UNION ELEMENTARY,6491900.0,3852064.0,6979894.0,8750036.0,2639836.0,-487994.0,-2258136.0
2020,BONSALL UNIFIED,10549042.0,7064096.0,10604152.0,13795808.0,3484946.0,-55110.0,-3246766.0
2020,BORREGO SPRINGS UNIFIED,1655018.0,1298553.0,1708895.0,2066707.0,356465.0,-53877.0,-411689.0
2020,CAJON VALLEY UNION,78507116.0,36107995.0,78324720.0,129285940.0,42399121.0,182396.0,-50778824.0
2020,CARDIFF ELEMENTARY,4453790.1,2528249.9400000004,4770958.68,5365293.3,1925540.1599999992,-317168.5800000001,-911503.2000000002
2020,CARLSBAD UNIFIED,50083102.0,26519021.0,51770396.0,77187983.0,23564081.0,-1687294.0,-27104881.0
2020,CHULA VISTA ELEMENTARY,152276264.0,87246081.0,157250606.0,234570995.0,65030183.0,-4974342.0,-82294731.0
2020,CORONADO UNIFIED,16138931.0,8019811.0,16832607.0,23519204.0,8119120.0,-693676.0,-7380273.0
2020,DEHESA ELEMENTARY,475529.0,412876.0,452478.0,584284.0,62653.0,23051.0,-108755.0
2020,DEL MAR UNION ELEMENTARY,27641105.0,15602076.0,29195980.0,32166439.0,12039029.0,-1554875.0,-4525334.0
2020,ENCINITAS UNION ELEMENTARY,33193169.0,16735088.0,32945470.0,47891656.0,16458081.0,247699.0,-14698487.0
2020,ESCONDIDO UNION,84987253.0,42146001.0,89127858.0,114680354.0,42841252.0,-4140605.0,-29693101.0
2020,ESCONDIDO UNION HIGH,40171758.779999994,22436302.08,41050252.29,62756938.65,17735456.699999996,-878493.5100000054,-22585179.870000005
2020,FALLBROOK UNION ELEMENTARY,28620179.0,16423965.0,30001060.0,40052416.0,12196214.0,-1380881.0,-11432237.0
2020,FALLBROOK UNION HIGH,11264295.0,6094435.0,11372116.0,16132055.0,5169860.0,-107821.0,-4867760.0
2020,GROSSMONT UNION HIGH,87932366.0,47082173.0,91257771.0,122433026.0,40850193.0,-3325405.0,-34500660.0
2020,JAMUL-DULZURA UNION ELEMENTARY,2167289.0,1485323.0,2335935.0,2737906.0,681966.0,-168646.0,-570617.0
2020,JULIAN UNION ELEMENTARY,1512394.0,1009618.0,1551082.0,1854182.0,502776.0,-38688.0,-341788.0
2020,JULIAN UNION HIGH,334413.0,241245.0,348405.0,413589.0,93168.0,-13992.0,-79176.0
2020,LA MESA-SPRING VALLEY,54944950.0,32659518.0,58428834.0,78985069.0,22285432.0,-3483884.0,-24040119.0
2020,MOUNTAIN EMPIRE UNIFIED,6923433.0,4830177.0,6447476.0,11654843.0,2093256.0,475957.0,-4731410.0
2020,NATIONAL ELEMENTARY,29527728.14,16092524.82,30323032.21,38853750.7,13435203.32,-795304.0700000003,-9326022.560000002
2020,OCEANSIDE UNIFIED,93590842.0,44418910.0,97467259.0,179064753.0,49171932.0,-3876417.0,-85473911.0
2020,POWAY UNIFIED,183416570.0,94490031.0,187742289.0,339161967.0,88926539.0,-4325719.0,-155745397.0
2020,RAMONA CITY UNIFIED,23472167.0,12403582.0,24347750.0,33582260.0,11068585.0,-875583.0,-10110093.0
2020,RANCHO SANTA FE ELEMENTARY,4538287.0,2937019.0,4517143.0,5976172.0,1601268.0,21144.0,-1437885.0
2020,SAN DIEGO COUNTY OFFICE OF EDUCATION,27597571.0,14406187.0,28440673.0,35561697.0,13191384.0,-843102.0,-7964126.0
2020,SAN DIEGO UNIFIED,580822765.0,280512611.0,609272193.0,838188558.0,300310154.0,-28449428.0,-257365793.0
2020,SAN DIEGUITO UNION HIGH,68019914.0,40122118.0,70622486.0,96219264.0,27897796.0,-2602572.0,-28199350.0
2020,SAN MARCOS UNIFIED,101617338.0,44966538.0,105917400.0,170632660.0,56650800.0,-4300062.0,-69015322.0
2020,SAN PASQUAL UNION ELEMENTARY,2565195.0,1852794.0,2620296.0,3355776.0,712401.0,-55101.0,-790581.0
2020,SAN YSIDRO ELEMENTARY,24351297.12,14121511.34,25705991.95,30319423.87,10229785.780000001,-1354694.8299999982,-5968126.75
2020,SOLANA BEACH ELEMENTARY,22629045.0,9805062.0,24083586.0,29638754.0,12823983.0,-1454541.0,-7009709.0
2020,SOUTH BAY UNION,72947967.0,34261859.0,79703363.0,90012924.0,38686108.0,-6755396.0,-17064957.0
2020,SPENCER VALLEY ELEMENTARY,152294.29,130437.76,152294.29,174150.82,21856.530000000013,0.0,-21856.53
2020,SWEETWATER UNION HIGH,199891292.59999996,96903832.46,207423583.87,311237599.16999996,102987460.13999997,-7532291.2700000405,-111346306.57
2020,VALLECITOS ELEMENTARY,1228123.0,758758.0,1424787.0,1634022.0,469365.0,-196664.0,-405899.0
2020,VALLEY CENTER-PAUMA UNIFIED,19074105.04,9887543.489999998,19852277.7,29382895.27,9186561.55,-778172.6600000001,-10308790.23
2020,VISTA UNIFIED,101956050.0,49313688.0,105702046.0,147559023.0,52642362.0,-3745996.0,-45602973.0
2020,WARNER UNIFIED,850525.0,659894.0,855770.0,1096844.0,190631.0,-5245.0,-246319.0
2021,ALPINE UNION ELEMENTARY,6535260.0,3692434.0,6944554.0,8687673.0,2842826.0,-409294.0,-2152413.0
2021,BONSALL UNIFIED,9612193.0,5953655.0,9812962.0,12115570.0,3658538.0,-200769.0,-2503377.0
2021,BORREGO SPRINGS UNIFIED,1857634.0,1249264.0,1873209.0,2665140.0,608370.0,-15575.0,-807506.0
2021,CAJON VALLEY UNION,78183985.0,37061044.0,77489818.0,133709638.0,41122941.0,694167.0,-55525653.0
2021,CARDIFF ELEMENTARY,4476393.2700000005,2595375.4999999995,4670946.37,5526221.72,1881017.770000001,-194553.09999999963,-1049828.4499999993
2021,CARLSBAD UNIFIED,51828086.0,29410482.0,53332869.0,80218269.0,22417604.0,-1504783.0,-28390183.0
2021,CHULA VISTA ELEMENTARY,149856962.95999998,82920032.0,155203196.0,219325901.0,66936930.95999998,-5346233.040000021,-69468938.04000002
2021,CORONADO UNIFIED,15740704.0,7682314.0,16409177.0,22757793.0,8058390.0,-668473.0,-7017089.0
2021,DEHESA ELEMENTARY,564435.0,414074.0,543294.0,748409.0,150361.0,21141.0,-183974.0
2021,DEL MAR UNION ELEMENTARY,30144421.0,17627189.0,32178363.0,36619455.0,12517232.0,-2033942.0,-6475034.0
2021,ENCINITAS UNION ELEMENTARY,30730414.0,17699942.0,30231504.0,45057182.0,13030472.0,498910.0,-14326768.0
2021,ESCONDIDO UNION,93822976.0,45475325.0,97965556.0,127681217.0,48347651.0,-4142580.0,-33858241.0
2021,ESCONDIDO UNION HIGH,43026138.910000004,20281182.409999996,43305675.99,69258942.05,22744956.500000007,-279537.0799999982,-26232803.139999993
2021,FALLBROOK UNION ELEMENTARY,28639670.0,17766331.0,30217599.0,39142477.0,10873339.0,-1577929.0,-10502807.0
2021,FALLBROOK UNION HIGH,11498669.0,6562559.0,11564065.0,16986935.0,4936110.0,-65396.0,-5488266.0
2021,GROSSMONT UNION HIGH,93027218.0,49573557.0,96191300.0,137134287.0,43453661.0,-3164082.0,-44107069.0
2021,JAMUL-DULZURA UNION ELEMENTARY,2183381.0,1469398.0,2397164.0,2712450.0,713983.0,-213783.0,-529069.0
2021,JULIAN UNION ELEMENTARY,1544791.0,1385918.0,1546286.0,1801112.0,158873.0,-1495.0,-256321.0
2021,JULIAN UNION HIGH,442865.0,313292.0,475576.0,507016.0,129573.0,-32711.0,-64151.0
2021,LA MESA-SPRING VALLEY,47442640.0,27565507.0,49984185.0,63475727.0,19877133.0,-2541545.0,-16033087.0
2021,MOUNTAIN EMPIRE UNIFIED,8498399.0,5451176.0,8119892.0,14612261.0,3047223.0,378507.0,-6113862.0
2021,NATIONAL ELEMENTARY,27813307.970000003,15382457.950000001,28822386.45,35888216.89000001,12430850.020000001,-1009078.4799999967,-8074908.9200000055
2021,OCEANSIDE UNIFIED,97575564.0,46943764.0,101610130.0,192043975.0,50631800.0,-4034566.0,-94468411.0
2021,POWAY UNIFIED,180320874.0,90030956.0,183957396.0,334436576.0,90289918.0,-3636522.0,-154115702.0
2021,RAMONA CITY UNIFIED,22989063.0,12200349.0,23729124.0,34820268.0,10788714.0,-740061.0,-11831205.0
2021,RANCHO SANTA FE ELEMENTARY,5104228.0,3296704.0,5225598.0,6549998.0,1807524.0,-121370.0,-1445770.0
2021,SAN DIEGO COUNTY OFFICE OF EDUCATION,26633538.0,16028960.0,27541419.0,33809240.0,10604578.0,-907881.0,-7175702.0
2021,SAN DIEGO UNIFIED,597481452.0,281972877.0,620794748.0,1584534519.0,315508575.0,-23313296.0,-987053067.0
2021,SAN DIEGUITO UNION HIGH,69589823.0,40790288.0,72055636.0,107328254.0,28799535.0,-2465813.0,-37738431.0
2021,SAN MARCOS UNIFIED,105249094.0,41890032.0,109677609.0,153631413.0,63359062.0,-4428515.0,-48382319.0
2021,SAN PASQUAL UNION ELEMENTARY,2238337.0,1528428.0,2246563.0,2734688.0,709909.0,-8226.0,-496351.0
2021,SAN YSIDRO ELEMENTARY,23920994.0,14323064.0,25095246.0,29429357.0,9597930.0,-1174252.0,-5508363.0
2021,SOLANA BEACH ELEMENTARY,22343137.07,12732329.200000001,23459997.62,39691574.879999995,9610807.87,-1116860.5500000007,-17348437.809999995
2021,SOUTH BAY UNION,34527107.0,16296944.0,37569261.0,41217735.0,18230163.0,-3042154.0,-6690628.0
2021,SPENCER VALLEY ELEMENTARY,148996.0,124322.0,148996.0,173670.0,24674.0,0.0,-24674.0
2021,SWEETWATER UNION HIGH,200607581.23999998,87944046.85000001,207743235.28000003,334253571.77,112663534.38999997,-7135654.040000051,-133645990.53
2021,VALLECITOS ELEMENTARY,1125972.0,793375.0,1227446.0,1406152.0,332597.0,-101474.0,-280180.0
2021,VALLEY CENTER-PAUMA UNIFIED,18568671.78,9040649.06,19367479.82,29076235.04,9528022.72,-798808.0399999991,-10507563.259999998
2021,VISTA UNIFIED,100724021.0,52196569.0,103533280.0,175016634.0,48527452.0,-2809259.0,-74292613.0
2021,WARNER UNIFIED,984142.0,732987.0,1058707.0,1152875.0,251155.0,-74565.0,-168733.0
2022,ALPINE UNION ELEMENTARY,6629247.680000001,4337316.12,6653886.7700000005,10074164.52,2291931.5600000005,-24639.08999999985,-3444916.839999999
2022,BONSALL UNIFIED,9403395.0,5843858.0,9841013.0,12284888.0,3559537.0,-437618.0,-2881493.0
2022,BORREGO SPRINGS UNIFIED,1824900.0,1465389.0,1785149.0,2318059.0,359511.0,39751.0,-493159.0
2022,CAJON VALLEY UNION,81045743.0,36670007.0,81094981.0,137383994.0,44375736.0,-49238.0,-56338251.0
2022,CARDIFF ELEMENTARY,4826546.869999999,2784539.72,5015464.709999999,5878110.089999999,2042007.149999999,-188917.83999999985,-1051563.2199999997
2022,CARLSBAD UNIFIED,54196759.0,28350648.0,55470351.0,80643404.0,25846111.0,-1273592.0,-26446645.0
2022,CHULA VISTA ELEMENTARY,169802384.07,93495431.0,176283747.0,246113907.0,76306953.07,-6481362.930000007,-76311522.93
2022,CORONADO UNIFIED,17402128.0,7989705.0,18054774.0,24214863.0,9412423.0,-652646.0,-6812735.0
2022,DEHESA ELEMENTARY,648816.0,527585.0,617190.0,816940.0,121231.0,31626.0,-168124.0
2022,DEL MAR UNION ELEMENTARY,29832306.0,17098012.0,31939300.0,35442491.0,12734294.0,-2106994.0,-5610185.0
2022,ENCINITAS UNION ELEMENTARY,32793776.0,18749710.0,32027275.0,48632038.0,14044066.0,766501.0,-15838262.0
2022,ESCONDIDO UNION,101115752.0,46490202.0,105061947.0,173349285.5,54625550.0,-3946195.0,-72233533.5
2022,ESCONDIDO UNION HIGH,47114764.83,23386692.81,47824161.75,76389005.49,23728072.02,-709396.9200000018,-29274240.659999996
2022,FALLBROOK UNION ELEMENTARY,48485374.0,30361710.0,48659581.0,75199745.0,18123664.0,-174207.0,-26714371.0
2022,FALLBROOK UNION HIGH,13101211.0,6635777.0,13133075.0,19355275.0,6465434.0,-31864.0,-6254064.0
2022,GROSSMONT UNION HIGH,105584190.0,54401254.0,107983212.0,163730358.0,51182936.0,-2399022.0,-58146168.0
2022,JAMUL-DULZURA UNION ELEMENTARY,2053957.0,1372529.0,1998066.0,2782135.0,681428.0,55891.0,-728178.0
2022,JULIAN UNION ELEMENTARY,1363079.0,919209.0,1406553.0,1596908.0,443870.0,-43474.0,-233829.0
2022,JULIAN UNION HIGH,300369.0,241245.0,311457.0,348405.0,59124.0,-11088.0,-48036.0
2022,LA MESA-SPRING VALLEY,48221261.0,27533851.0,51605981.0,68998225.0,20687410.0,-3384720.0,-20776964.0
2022,MOUNTAIN EMPIRE UNIFIED,9317438.0,6168642.0,8603488.0,14380974.0,3148796.0,713950.0,-5063536.0
2022,NATIONAL ELEMENTARY,27711882.9,15132368.389999999,28256020.06,35067756.98,12579514.51,-544137.1600000001,-7355874.079999998
2022,OCEANSIDE UNIFIED,96630020.17,47168160.0,99704332.0,207794580.5,49461860.17,-3074311.829999998,-111164560.33
2022,POWAY UNIFIED,174294043.62,81487778.02,180196131.12000003,335824581.46999997,92806265.60000001,-5902087.50000003,-161530537.84999996
2022,RAMONA CITY UNIFIED,23615884.0,12218771.0,24855942.0,35414754.0,11397113.0,-1240058.0,-11798870.0
2022,RANCHO SANTA FE ELEMENTARY,5358121.0,2658582.0,5612771.0,7247174.0,2699539.0,-254650.0,-1889053.0
2022,SAN DIEGO COUNTY OFFICE OF EDUCATION,27546377.0,14146284.0,28912083.0,36303435.0,13400093.0,-1365706.0,-8757058.0
2022,SAN DIEGO UNIFIED,624289581.0,271668102.0,653542689.0,1214487889.0,352621479.0,-29253108.0,-590198308.0
2022,SAN DIEGUITO UNION HIGH,72114966.0,42133969.0,74691567.0,102769361.0,29980997.0,-2576601.0,-30654395.0
2022,SAN MARCOS UNIFIED,114222949.0,50204960.0,119415743.0,172558906.0,64017989.0,-5192794.0,-58335957.0
2022,SAN PASQUAL UNION ELEMENTARY,2403996.0,1687847.0,2452919.0,3197613.0,716149.0,-48923.0,-793617.0
2022,SAN YSIDRO ELEMENTARY,26171515.85,13874908.959999999,27418639.36,35328264.32,12296606.890000002,-1247123.509999998,-9156748.469999999
2022,SOLANA BEACH ELEMENTARY,23155892.0,9571286.0,24401046.0,45049538.0,13584606.0,-1245154.0,-21893646.0
2022,SOUTH BAY UNION,69381937.0,30046682.0,75503128.0,89654404.0,39335255.0,-6121191.0,-20272467.0
2022,SPENCER VALLEY ELEMENTARY,298423.0,270336.0,279828.0,363700.0,28087.0,18595.0,-65277.0
2022,SWEETWATER UNION HIGH,213684373.22,91183341.21000001,221089019.97,344916563.7,122501032.00999999,-7404646.75,-131232190.47999999
2022,VALLECITOS ELEMENTARY,1080384.0,836660.0,948640.0,1510025.0,243724.0,131744.0,-429641.0
2022,VALLEY CENTER-PAUMA UNIFIED,19570157.8,9997749.469999999,20543973.16,31289531.92,9572408.330000002,-973815.3599999994,-11719374.120000001
2022,VISTA UNIFIED,111940235.5,50283318.0,116935765.0,175729912.0,61656917.5,-4995529.5,-63789676.5
2022,WARNER UNIFIED,1547634.0,934815.0,1539213.0,2317143.0,612819.0,8421.0,-769509.0
